,Title,ID,Vote_Avg,Vote_Count,Popularity,release_year,Director,Gender,Revenue,Budget
23,The Adventures of Sharkboy and Lavagirl,14199,4.5,446,11.355,2005,Robert Rodriguez,male,69425966,50000000
24,Anthropoid,351339,6.9,395,11.355,2016,Sean Ellis,male,4600000,9000000
25,Tower Heist,59108,5.9,1257,11.355,2011,Brett Ratner,male,152930623,75000000
26,Pete's Dragon,294272,6.3,1001,11.354,2016,David Lowery,male,143695338,65000000
27,The Lawnmower Man,10163,5.5,253,11.35,1992,Brett Leonard,male,32101000,10000000
28,American Graffiti,838,7.0,485,11.348,1973,George Lucas,male,140000000,777000
29,Return to Never Land,16690,6.2,489,11.347,2002,Robin Budd,,109862682,20000000
30,Stepmom,427291,0.0,0,11.346,2016,Kim Moo-won,female,0,0
31,The Descendants,65057,6.8,1239,11.345,2011,Alexander Payne,male,177243185,20000000
32,Something in the Way,168508,7.0,1,11.344,2013,Teddy Soeriaatmadja,male,0,0
33,Dark Shadows,62213,5.8,3296,11.344,2012,Tim Burton,male,245527149,150000000
34,Dude,399131,5.6,233,11.338,2018,Olivia Milch,female,0,0
35,Big Fish,587,7.7,3000,11.335,2003,Tim Burton,male,122919055,70000000
36,U.S. Marshals,11808,6.3,530,11.335,1998,Stuart Baird,male,102367405,60000000
37,Dragonheart: Battle for the Heartfire,451644,5.7,63,11.335,2017,Patrik Syversen,male,0,0
38,The Scorpion King 3: Battle for Redemption,78049,3.9,119,11.335,2012,Roel Reiné,male,0,5000000
39,Meet Joe Black,297,7.0,1675,11.334,1998,Martin Brest,male,142940100,90000000
40,Open Season 2,13690,5.7,476,11.334,2008,Matthew O'Callaghan,male,0,0
41,Before We Go,283350,6.5,693,11.329,2014,Chris Evans,male,37151,0
42,Diary of a Wimpy Kid: The Long Haul,417830,5.5,130,11.327,2017,David Bowers,male,40120144,22000000
43,Darc,521647,6.1,25,11.326,2018,Julius R. Nasso	,male,0,0
44,Love Actually,508,7.1,2673,11.324,2003,Richard Curtis,male,244931766,40000000
45,DOA: Dead or Alive,9053,5.0,286,11.324,2006,Corey Yuen,male,480314,21000000
46,No Escape,192141,6.7,1049,11.324,2015,John Erick Dowdle,male,54418872,5000000
47,Moneyball,60308,7.1,1836,11.323,2011,Bennett Miller,male,110206216,50000000
48,Columbus,414453,7.7,73,11.321,2017,Kogonada,,1015744,0
49,The Crow,9495,7.4,1377,11.319,1994,Alex Proyas,male,94000000,15000000
50,All I See Is You,345923,4.5,150,11.318,2017,Marc Forster,male,217644,30000000
51,Scotty and the Secret History of Hollywood,469062,0.0,1,11.311,2018,Matt Tyrnauer,male,0,0
52,A Knight's Tale,9476,6.7,1290,11.31,2001,Brian Helgeland,male,117487473,65000000
53,The Book of Henry,382614,7.5,400,11.31,2017,Colin Trevorrow,male,4504974,10000000
54,Star Wars: The Clone Wars,12180,5.9,631,11.305,2008,Dave Filoni,male,68282844,8500000
55,Just Getting Started,398177,5.1,54,11.305,2017,Ron Shelton,male,6069605,22000000
56,The Basketball Diaries,10474,7.3,671,11.302,1995,Scott Kalvert,male,0,0
57,Scooby-Doo! The Mystery Begins,22620,5.7,156,11.301,2009,Brian Levant,male,0,0
58,Tremors 2: Aftershocks,11069,5.8,311,11.297,1996,S. S. Wilson,female,0,4000000
59,Peter Pan,10601,7.0,1009,11.295,2003,P.J. Hogan,male,121975011,100000000
60,Annabelle,250546,5.5,2367,11.295,2014,John R. Leonetti,male,255273813,6500000
61,Straight Outta Compton,277216,7.7,1747,11.295,2015,F. Gary Gray,,201634991,28000000
62,Barbie as The Princess & the Pauper,15165,7.0,348,11.294,2004,William Lau,male,0,0
63,The Skin of the Wolf,437380,5.4,15,11.294,2018,Samu Fuentes,male,0,0
64,The Sisterhood of the Traveling Pants 2,10188,6.1,354,11.289,2008,Sanaa Hamri,female,44352417,27000000
65,Once Upon a Time in China,10617,7.4,129,11.287,1991,Tsui Hark,,3826459,0
66,Blue Thunder,6341,6.0,155,11.287,1983,John Badham,male,42313354,22000000
67,Homeward Bound: The Incredible Journey,6878,6.7,310,11.286,1993,Duwayne Dunham,male,0,0
68,The Town,23168,7.1,1945,11.286,2010,Ben Affleck,male,154026136,37000000
69,"It's a Mad, Mad, Mad, Mad World",11576,7.2,200,11.285,1963,Stanley Kramer,male,60000000,9400000
70,Resident Evil: Damnation,133121,6.4,259,11.281,2012,Makoto Kamiya,male,0,0
71,Cool Runnings,864,6.9,711,11.28,1993,Jon Turteltaub,male,154856263,14000000
72,Hotel Rwanda,205,7.6,1101,11.277,2004,Terry George,male,38000000,17500000
73,Snowden,302401,7.0,1917,11.275,2016,Oliver Stone,male,37279439,40000000
74,The X Files,846,6.7,629,11.274,1998,Rob Bowman,male,189198313,66000000
75,Krull,849,5.9,175,11.272,1983,Peter Yates,male,16519460,27000000
76,Baise-moi,3134,4.1,117,11.271,2000,Virginie Despentes,female,940944,0
77,Knocked Up,4964,6.2,1706,11.268,2007,Judd Apatow,male,219076518,30000000
78,Wild at Heart,483,7.0,487,11.262,1990,David Lynch,male,14560247,9500000
79,Blended,232672,6.7,1363,11.261,2014,Frank Coraci,male,123494610,40000000
80,Cake,284276,6.3,483,11.261,2014,Daniel Barnz,male,2360281,7000000
81,Hellraiser,9003,7.0,656,11.259,1987,Clive Barker,male,14564027,1000000
82,The Stanford Prison Experiment,308032,6.9,400,11.254,2015,Kyle Patrick Alvarez,male,643557,0
83,The Book of Life,228326,7.4,997,11.252,2014,Jorge R. Gutierrez,male,97437106,50000000
84,Porco Rosso,11621,7.7,847,11.25,1992,Hayao Miyazaki,,0,0
85,Ender's Game,80274,6.6,2959,11.25,2013,Gavin Hood,male,125537191,110000000
86,Sympathy for Lady Vengeance,4550,7.5,492,11.248,2005,Park Chan-wook,male,23803308,0
87,Left Behind,218043,3.9,536,11.245,2014,Vic Armstrong,male,19682924,16000000
88,Los futbolísimos,517317,0.0,0,11.245,2018,Miguel Ángel Lamata,male,0,0
89,Forgetting Sarah Marshall,9870,6.5,1531,11.242,2008,Nicholas Stoller,male,105173115,30000000
90,The Life of David Gale,11615,7.4,709,11.242,2003,Alan Parker,male,38955598,50000000
91,Where Eagles Dare,11046,7.6,306,11.237,1968,Brian G. Hutton,male,21000000,7700000
92,Wild Wild West,8487,5.2,1435,11.237,1999,Barry Sonnenfeld,male,222104681,170000000
93,What Dreams May Come,12159,7.0,855,11.235,1998,Vincent Ward,male,71485043,85000000
94,Varushamellam Vasantham,505127,0.0,0,11.235,2002,Ravishankar,male,0,0
95,Happy Anniversary,451563,5.9,79,11.234,2018,Jared Stern,male,0,0
96,End of Watch,77016,7.3,1498,11.232,2012,David Ayer,male,48126384,7000000
97,Beauty and the Beast: The Enchanted Christmas,13313,6.0,342,11.228,1997,Andrew Knight,male,0,0
98,Swordfish,9705,6.1,1217,11.228,2001,Dominic Sena,male,147080413,102000000
99,Rip Tide,457262,6.1,144,11.226,2017,Rhiannon Bannenberg,female,0,3400000
100,Paranoia,115348,5.7,451,11.218,2013,Robert Luketic,male,13785015,35000000
101,Cult of Chucky,393345,5.1,383,11.214,2017,Don Mancini,male,0,0
102,The Way Back,49009,6.9,618,11.21,2010,Peter Weir,male,20348249,30000000
103,Bent,505579,5.9,24,11.21,2018,Robert Moresco,male,0,0
104,Hot Tub Time Machine 2,243938,5.0,425,11.209,2015,Steve Pink,male,12314651,14000000
105,Frankenweenie,62214,6.7,1300,11.208,2012,Tim Burton,male,35287788,39000000
106,Death Race 2050,401544,3.7,59,11.207,2017,G.J. Echternkamp,,0,0
107,To the Bone,401104,7.3,1483,11.202,2017,Marti Noxon,female,0,0
108,Panic Room,4547,6.6,1875,11.196,2002,David Fincher,male,196397415,48000000
109,Battle of the Sexes,369192,6.9,673,11.195,2017,Jonathan Dayton,male,12638526,25000000
110,Enter the Void,34647,7.3,571,11.191,2010,Gaspar Noé,male,754249,13000000
111,Robin Hood,20662,6.3,1991,11.191,2010,Ridley Scott,male,310669540,200000000
112,[REC],8329,7.1,1334,11.189,2007,Jaume Balagueró,male,30448000,1500000
113,Sleepy Hollow,2668,7.0,2636,11.189,1999,Tim Burton,male,206071502,100000000
114,There's Something About Mary,544,6.5,2237,11.187,1998,Bobby Farrelly,male,369884651,23000000
115,Nausicaä of the Valley of the Wind,81,7.8,1114,11.185,1984,Hayao Miyazaki,,3301446,1000000
116,Layer Cake,4836,7.1,724,11.181,2004,Matthew Vaughn,male,11850214,6500000
117,Barbie Mariposa and Her Butterfly Fairy Friends,18198,5.9,116,11.181,2008,Conrad Helten,male,0,0
118,Confessions of a Brazilian Call Girl,58235,6.1,117,11.179,2011,Marcus Baldini,male,0,200
119,Automata,262543,5.6,831,11.177,2014,Gabe Ibáñez,male,0,7000000
120,Hostage,2026,6.2,686,11.174,2005,Florent-Emilio Siri,,77944725,52000000
121,Precious Cargo,384737,5.1,127,11.173,2016,Max Adams,male,100659,10500000
122,Alien³,8077,6.3,2203,11.172,1992,David Fincher,male,159773545,50000000
123,A Bittersweet Life,11344,7.6,242,11.17,2005,Kim Jee-woon,female,0,0
124,My Fair Lady,11113,7.6,493,11.169,1964,George Cukor,male,72070731,17000000
125,Nowhere to Run,10413,5.7,172,11.169,1993,Robert Harmon,male,0,0
126,Crash,1640,7.2,1554,11.167,2005,Paul Haggis,male,98410061,6500000
127,Movie 43,87818,4.4,1074,11.165,2013,Steven Brill,male,32438988,6000000
128,MouseHunt,6283,6.3,420,11.164,1997,Gore Verbinski,male,122417389,38000000
129,The Idiots,452,6.6,165,11.163,1998,Lars von Trier,male,7235,2500000
130,The Men Who Stare at Goats,10313,5.9,1031,11.158,2009,Grant Heslov,male,68729358,24000000
131,King Kong,244,7.7,495,11.154,1933,Merian C. Cooper,female,10000000,672000
132,A River Runs Through It,293,7.1,343,11.154,1992,Robert Redford,male,43440294,0
133,High School Musical,10947,6.3,1757,11.153,2006,Kenny Ortega,male,0,4200000
134,The Mummy,15849,6.9,171,11.151,1932,Karl Freund,male,0,196000
135,The Gateway,485333,0.0,0,11.148,2018,Volodymyr Tykhyy,male,0,0
136,Unstoppable,44048,6.4,1548,11.144,2010,Tony Scott,male,167805466,100000000
137,West Side Story,1725,7.3,593,11.141,1961,Jerome Robbins,male,43656822,6000000
138,Miss Congeniality,1493,6.3,1422,11.14,2000,Donald Petrie,male,212000000,45000000
139,The Mexican,6073,5.8,592,11.139,2001,Gore Verbinski,male,147845033,57000000
140,Centurion,23759,6.1,537,11.136,2010,Neil Marshall,male,6814789,12000000
141,Enter the Warriors Gate,413658,5.5,95,11.136,2016,Matthias Hoene,male,0,0
142,Armour of God II: Operation Condor,10975,7.1,144,11.135,1991,Jackie Chan,female,0,0
143,Arthur 3: The War of the Two Worlds,42949,5.5,602,11.129,2010,Luc Besson,male,0,70200000
144,The Girl on the Train,346685,6.3,2681,11.127,2016,Tate Taylor,male,173185859,45000000
145,High-Rise,254302,5.5,498,11.127,2015,Ben Wheatley,male,346472,0
146,The Pianist,423,8.2,2857,11.125,2002,Roman Polanski,male,120072577,35000000
147,The Giver,227156,6.5,2506,11.125,2014,Phillip Noyce,male,66980456,25000000
148,Saving Mr. Banks,140823,7.4,1634,11.124,2013,John Lee Hancock,male,112544580,35000000
149,Midnight Special,245703,6.3,924,11.124,2016,Jeff Nichols,male,6212282,18000000
150,"Crouching Tiger, Hidden Dragon: Sword of Destiny",263341,6.0,245,11.122,2016,Yuen Woo-ping,male,0,20000000
151,Cabin Fever,298584,4.4,155,11.119,2016,Travis Zariwny,male,0,0
152,1408,3021,6.6,1818,11.118,2007,Mikael Håfström,male,94679598,25000000
153,Fist Fight,345922,6.1,551,11.116,2017,Richie Keen,male,41087017,20000000
154,Son of God,235260,6.2,100,11.116,2014,Christopher Spencer,male,67800064,22000000
155,The Human Centipede 2 (Full Sequence),74997,4.5,450,11.109,2011,Tom Six,male,0,0
156,My Own Private Idaho,468,7.1,309,11.108,1991,Gus Van Sant,male,6401336,2500000
157,Poison Ivy,9264,5.3,123,11.105,1992,Katt Shea,female,0,3000000
158,Choices,526518,0.0,0,11.105,2018,Skender Morina,male,0,0
159,Enter the Dragon,9461,7.4,635,11.104,1973,Robert Clouse,male,0,10000000
160,Clear and Present Danger,9331,6.6,513,11.103,1994,Phillip Noyce,male,215887717,62000000
161,Unleashed,10027,6.7,722,11.102,2005,Louis Leterrier,male,50871113,45000000
162,Mr. Church,374461,7.1,191,11.102,2016,Bruce Beresford,male,0,8000000
163,Valiant,14175,5.3,338,11.101,2005,Gary Chapman,male,61746888,35000000
164,Arthur and the Revenge of Maltazard,26505,5.5,625,11.101,2009,Luc Besson,male,0,87000000
165,Assalamualaikum Calon Imam,516710,0.0,0,11.096,2018,Findo Purwono HW,,0,0
166,Superman/Shazam!: The Return of Black Adam,43641,7.0,103,11.095,2010,Joaquim Dos Santos,male,0,0
167,The Wizard of Lies,363992,6.5,200,11.091,2017,Barry Levinson,male,0,0
168,The Number 23,3594,6.4,1451,11.089,2007,Joel Schumacher,male,77566815,30000000
169,Dragon Ball Z: Super Android 13,39104,6.6,125,11.085,1992,Daisuke Nishio,male,0,0
170,The Wall,405775,6.0,292,11.085,2017,Doug Liman,male,1803009,0
171,Sam Was Here,412766,5.4,54,11.083,2016,Christophe Deroo,male,0,0
172,Inside Man,388,7.4,2240,11.083,2006,Spike Lee,male,185798265,45000000
173,Happy Gilmore,9614,6.6,1022,11.079,1996,Dennis Dugan,male,0,10000000
174,Krampus,287903,6.0,823,11.077,2015,Michael Dougherty,male,61788393,15000000
175,Focus,256591,6.8,3380,11.075,2015,Glenn Ficarra,male,153962963,50100000
176,Showgirls,10802,5.0,369,11.072,1995,Paul Verhoeven,male,20350754,45000000
177,The Hangover Part III,109439,6.1,4055,11.072,2013,Todd Phillips,male,362000072,103000000
178,Braindead,763,7.4,542,11.071,1992,Peter Jackson,male,242623,3000000
179,Before I Go to Sleep,204922,6.3,852,11.069,2014,Rowan Joffe,male,15447154,22000000
180,LOL,80271,6.0,1309,11.065,2012,Lisa Azuelos,female,0,11000000
181,The Angry Birds Movie,153518,6.0,1424,11.062,2016,Clay Kaytis,male,349779543,73000000
182,A Close Shave,532,7.6,303,11.06,1995,Nick Park,male,0,0
183,The Dead Pool,10651,6.4,280,11.056,1988,Buddy Van Horn,male,0,20000000
184,Rurouni Kenshin,127533,7.3,207,11.056,2012,Keishi Otomo,,61700000,0
185,Son in Law,13203,5.7,109,11.052,1993,Steve Rash,male,36448200,0
186,The Little Mermaid,385448,0.0,1,11.046,2018,Chris Bouchard,male,0,0
187,Grimsby,267193,5.8,1054,11.045,2016,Louis Leterrier,male,25182929,35000000
188,Space Chimps 2: Zartog Strikes Back,45662,4.4,38,11.043,2010,John H. Williams,male,0,0
189,Mr. Peabody & Sherman,82703,6.7,1095,11.04,2014,Rob Minkoff,male,272912430,145000000
190,Heat,949,7.8,2521,11.039,1995,Michael Mann,male,187436818,60000000
191,Beverly Hills Cop II,96,6.2,845,11.038,1987,Tony Scott,male,299965036,20000000
192,The Name of the Rose,192,7.4,1081,11.034,1986,Jean-Jacques Annaud,male,77200000,20000000
193,Submergence,375327,5.5,49,11.034,2018,Wim Wenders,male,0,15000000
194,Detective Conan: Crimson Love Letter,438058,6.9,19,11.034,2017,Kōbun Shizuno,,0,0
195,Goal! II: Living the Dream,9815,5.8,241,11.033,2007,Jaume Collet-Serra,male,0,230400
196,New Police Story,11636,7.0,217,11.032,2004,Benny Chan,male,0,0
197,Safe House,59961,6.4,1637,11.029,2012,Daniel Espinosa,male,208076205,85000000
198,Deep Impact,8656,6.0,1148,11.028,1998,Mimi Leder,female,140464664,75000000
199,P2,13474,5.8,236,11.025,2007,Franck Khalfoun,male,7766240,3500000
200,Flipped,43949,7.5,636,11.024,2010,Rob Reiner,male,1755212,14000000
201,The Brothers Grimm,4442,5.7,1211,11.022,2005,Terry Gilliam,male,105316267,88000000
202,The Terminal,594,7.1,2834,11.021,2004,Steven Spielberg,male,219417255,60000000
203,Frida,1360,7.5,702,11.02,2002,Julie Taymor,female,56298474,12000000
204,Raw,393519,7.0,1020,11.019,2017,Julia Ducournau,female,4100000,3500000
205,"O Brother, Where Art Thou?",134,7.3,1538,11.018,2000,Joel Coen,male,71868327,26000000
206,Bastille Day,333669,6.1,531,11.014,2016,James Watkins,male,14397593,20000000
207,The Boondock Saints,8374,7.3,1068,11.012,1999,Troy Duffy,male,30471,6000000
208,Sex: A Relationship and Not Marriage,409387,10.0,1,11.012,2016,Jo Kyeong-hoon-I,female,0,0
209,Transamerica,546,7.0,204,11.011,2005,Duncan Tucker,male,13350369,1000000
210,Justice League: The Flashpoint Paradox,183011,7.4,600,11.011,2013,Jay Oliva,male,0,3500000
211,Stitch! The Movie,15567,6.3,201,11.01,2003,Tony Craig,male,0,0
212,Thinner,10280,5.7,173,11.01,1996,Tom Holland,male,0,0
213,"See No Evil, Hear No Evil",11185,6.5,312,11.009,1989,Arthur Hiller,male,46908987,18000000
214,Van Helsing,7131,6.1,2346,11.006,2004,Stephen Sommers,male,300257475,160000000
215,BloodRayne: The Third Reich,12685,3.6,73,11.005,2010,Uwe Boll,male,0,10000000
216,The Secret Life of Walter Mitty,116745,7.1,4076,11.005,2013,Ben Stiller,male,188133322,90000000
217,Death Note,351460,4.3,1793,11.004,2017,Adam Wingard,male,0,40000000
218,Hoodwinked!,10982,6.1,699,11.0,2005,Cory Edwards,male,51053787,15000000
219,Jack the Giant Slayer,81005,5.6,3008,10.998,2013,Bryan Singer,male,197687603,195000000
220,Sabrina,6620,7.5,424,10.994,1954,Billy Wilder,male,10000000,2238813
221,The Holiday,1581,6.8,1839,10.992,2006,Nancy Meyers,female,194168700,85000000
222,Sin City,187,7.3,3696,10.991,2005,Robert Rodriguez,male,158733820,40000000
223,Police Story 3: Supercop,11134,6.7,145,10.99,1992,Stanley Tong,male,20483423,900000
224,Clueless,9603,7.0,1278,10.99,1995,Amy Heckerling,female,56631572,12000000
225,Nocturnal Animals,340666,7.3,3033,10.986,2016,Tom Ford,male,29252978,22500000
226,Untraceable,8090,6.0,327,10.985,2008,Gregory Hoblit,male,32483410,35000000
227,All Dogs Go to Heaven,11497,6.5,350,10.983,1989,Don Bluth,male,27100027,13800000
228,Agent Cody Banks 2: Destination London,17047,5.1,213,10.982,2004,Kevin Allen,male,28818995,26000000
229,Wolf,10395,5.9,329,10.979,1994,Mike Nichols,male,131002597,70000000
230,Triple 9,146198,5.7,1075,10.979,2016,John Hillcoat,male,12639297,20000000
231,Jeepers Creepers 2,11351,5.7,490,10.976,2003,Victor Salva,male,0,10000000
232,The Tale of the Princess Kaguya,149871,8.1,498,10.976,2013,Isao Takahata,male,24186232,49300000
233,Jackie,376866,6.5,1137,10.976,2016,Pablo Larraín,male,13960394,9000000
234,Maravilla,408656,0.0,0,10.975,2018,Javier Viqueria,male,0,0
235,Body of Evidence,2149,4.5,89,10.974,1993,Uli Edel,,13273595,30000000
236,Jumper,8247,6.0,2549,10.974,2008,Doug Liman,male,222231186,85000000
237,Last Flag Flying,419709,6.9,113,10.971,2017,Richard Linklater,male,0,0
238,The Darkness,257345,4.6,245,10.97,2016,Greg McLean,male,10898293,4000000
239,Breakdown,2163,6.7,275,10.967,1997,Jonathan Mostow,male,50159144,36000000
240,Rosemary's Baby,805,7.7,1320,10.965,1968,Roman Polanski,male,33395426,3200000
241,Monster Trucks,262841,5.9,313,10.965,2016,Chris Wedge,male,64493915,125000000
242,Yes Man,10201,6.5,2677,10.963,2008,Peyton Reed,,225990978,70000000
243,The Scorpion King: Quest for Power,297291,4.4,62,10.962,2015,Mike Elliott,male,0,0
244,Yojimbo,11878,8.1,438,10.96,1961,Akira Kurosawa,male,0,0
245,The Wicker Man,16307,7.2,402,10.959,1973,Robin Hardy,,0,658625
246,Scoop,512,6.5,603,10.958,2006,Woody Allen,male,31584901,4000000
247,Kamasutra 3D,243797,7.0,4,10.955,,Rupesh Paul,male,0,35000000
248,Teenage Mutant Ninja Turtles,1498,6.5,617,10.953,1990,Steve Barron,male,202000000,13500000
249,Love Me If You Dare,8424,7.4,797,10.951,2003,Yann Samuell,male,0,0
250,Legionnaire,3513,5.2,156,10.951,1998,Peter MacDonald,male,0,20000000
251,The SpongeBob SquarePants Movie,11836,6.7,913,10.95,2004,Stephen Hillenburg,male,140161792,30000000
252,Wanderlust,50647,5.4,546,10.95,2012,David Wain,male,24159934,35000000
253,The Spy Who Loved Me,691,6.7,690,10.949,1977,Lewis Gilbert,male,185438673,14000000
254,Powder,12665,6.3,194,10.948,1995,Victor Salva,male,0,0
255,Butterfly on a Wheel,13250,6.5,184,10.947,2007,Mike Barker,male,0,20000000
256,The Beguiled,399019,5.7,857,10.945,2017,Sofia Coppola,female,27397655,10500000
257,"Salò, or the 120 Days of Sodom",5336,6.4,489,10.944,1975,Pier Paolo Pasolini,male,0,0
258,The Lobster,254320,6.8,1934,10.942,2015,Yorgos Lanthimos,male,15656193,4000000
259,Children of Men,9693,7.5,2776,10.938,2006,Alfonso Cuarón,male,69959751,76000000
260,Planes: Fire & Rescue,218836,5.9,358,10.938,2014,Roberts Gannaway,male,151165787,50000000
261,Space Pirate Captain Harlock,192577,6.5,479,10.938,2013,Shinji Aramaki,male,17137302,30000000
262,Escape from L.A.,10061,5.8,526,10.937,1996,John Carpenter,male,42277365,50000000
263,Friday the 13th Part 2,9725,6.0,473,10.936,1981,Steve Miner,male,21722776,1250000
264,Shin Godzilla,315011,6.6,258,10.936,2016,Hideaki Anno,male,77947607,15000000
265,50/50,40807,7.1,1718,10.935,2011,Jonathan Levine,male,39187783,8000000
266,Journey to the Center of the Earth,11571,6.9,144,10.934,1959,Henry Levin,male,10000000,0
267,EVA,77561,6.5,156,10.933,2011,Kike Maíllo,male,0,7000000
268,Meet the Blacks,377587,4.3,87,10.931,2016,Deon Taylor,male,0,0
269,Amadeus,279,8.0,1607,10.929,1984,Miloš Forman,male,51973029,18000000
270,The Legend of 1900,10376,8.2,824,10.929,1998,Giuseppe Tornatore,male,0,9000000
271,The Fall,14784,7.7,559,10.929,2008,Tarsem Singh,,3669465,30000000
272,Project X,57214,6.4,2331,10.929,2012,Nima Nourizadeh,,100000000,12000000
273,Universal Soldier,9349,5.9,509,10.927,1992,Roland Emmerich,male,0,23000000
274,Derailed,8999,6.2,414,10.924,2005,Mikael Håfström,male,57479076,22000000
275,In the House,121875,7.4,339,10.924,2012,François Ozon,male,11879046,0
276,Tender Cousins,73134,6.2,10,10.923,1980,David Hamilton,male,0,0
277,A Turtle's Tale: Sammy's Adventures,49953,5.7,217,10.923,2010,Ben Stassen,male,71594792,0
278,Birth of the Dragon,408266,5.6,134,10.92,2017,George Nolfi,male,6901965,0
279,The Swan Princess: Royally Undercover,443484,6.5,6,10.919,2017,Richard Rich,male,0,0
280,Step Up 2: The Streets,8328,6.5,973,10.916,2008,Jon M. Chu,male,150816700,23000000
281,An American Tail: Fievel Goes West,10380,6.2,261,10.916,1991,Phil Nibbelink,male,40766041,0
282,Shazam!,287947,0.0,5,10.915,2019,David F. Sandberg,male,0,0
283,Agent Cody Banks,10923,5.2,425,10.914,2003,Harald Zwart,male,58795814,28000000
284,Becoming Jane,2977,7.1,463,10.913,2007,Julian Jarrold,male,37311672,16500000
285,Beach Rats,426238,6.1,146,10.913,2017,Eliza Hittman,female,0,0
286,If I Stay,249164,7.3,2063,10.913,2014,R.J. Cutler,male,78874843,11000000
287,Congo,10329,5.2,288,10.91,1995,Frank Marshall,male,152022101,50000000
288,Shaun the Sheep Movie,263109,6.9,561,10.909,2015,Mark Burton,male,59700000,0
289,The Bar,420648,6.2,404,10.908,2017,Álex de la Iglesia,,0,0
290,Mega Shark vs. Crocosaurus,52454,2.7,49,10.906,2010,Christopher Ray,male,0,0
291,21 Jump Street,64688,6.8,5235,10.906,2012,Phil Lord,male,201585328,42000000
292,Are You Here,209244,5.1,132,10.903,2013,Matthew Weiner,male,0,0
293,Meet the Spartans,7278,3.7,574,10.898,2008,Jason Friedberg,male,84646831,30000000
294,Tom and Jerry: The Fast and the Furry,42246,7.0,37,10.896,2005,Bill Kopp,male,0,0
295,Meet the Parents,1597,6.6,2522,10.895,2000,Jay Roach,male,330444045,55000000
296,The Art of the Steal,209247,6.2,271,10.895,2013,Jonathan Sobol,male,64065,0
297,The Amityville Horror,10065,6.0,865,10.893,2005,Andrew Douglas,male,108047131,19000000
298,Memories of Murder,11423,8.1,626,10.892,2003,Bong Joon-ho,male,0,2800000
299,CJ7,13688,6.1,151,10.889,2008,Stephen Chow,male,47301471,0
300,The Color Purple,873,7.8,530,10.886,1985,Steven Spielberg,male,146292009,15000000
301,Curse of the Golden Flower,1494,6.6,280,10.883,2006,Zhang Yimou,,78568977,45000000
302,Kungen av Atlantis,496742,0.0,0,10.882,2018,Marina Nyström,female,0,0
303,Pan,266647,5.9,1329,10.881,2015,Joe Wright,male,128388320,150000000
304,The Little Rascals,10897,6.3,315,10.878,1994,Penelope Spheeris,female,67308282,0
305,Ben-Hur,271969,5.5,872,10.877,2016,Timur Bekmambetov,male,94061311,100000000
306,Defiance,13813,6.8,772,10.876,2008,Edward Zwick,male,51155219,32000000
307,Mama,132232,6.1,1945,10.874,2013,Andy Muschietti,male,146497771,15000000
308,Serena,164251,5.5,433,10.872,2014,Susanne Bier,female,176391,0
309,Fatal Attraction,10998,6.7,461,10.871,1987,Adrian Lyne,male,320145693,14000000
310,Jamon Jamon,4507,6.0,93,10.868,1992,Bigas Luna,,0,0
311,Police Story,9056,7.4,183,10.867,1985,Jackie Chan,female,0,0
312,Unfriended,277685,5.4,1512,10.866,2015,Levan Gabriadze,male,62882090,1000000
