,Title,ID,Vote_Avg,Vote_Count,Popularity,release_year,Director,Gender,Revenue,Budget
313,Butch Cassidy and the Sundance Kid,642,7.5,844,10.863,1969,George Roy Hill,male,102308889,6000000
314,Scooby-Doo,9637,5.5,1370,10.861,2002,Raja Gosnell,male,275650703,84000000
315,Gremlins 2: The New Batch,928,6.3,916,10.858,1990,Joe Dante,male,41482207,50000000
316,Deception,13018,5.7,278,10.858,2008,Marcel Langenegger,male,17741298,25000000
317,Detective Dee and the Mystery of the Phantom Flame,48492,6.6,134,10.855,2010,Tsui Hark,,51723285,13000000
318,Rebel Without a Cause,221,7.6,555,10.854,1955,Nicholas Ray,male,4500000,1500000
319,A Few Good Men,881,7.3,1263,10.852,1992,Rob Reiner,male,243240178,40000000
320,Accepted,9788,6.2,582,10.851,2006,Steve Pink,male,38505009,23000000
321,The Lincoln Lawyer,50348,7.1,1207,10.851,2011,Brad Furman,male,85412898,40000000
322,Red Cliff,12289,7.2,291,10.849,2008,John Woo,male,127814609,80341000
323,My Wife's Sister,430384,7.0,1,10.845,2016,Lee Sang-woo,male,0,0
324,The Rundown,10159,6.4,714,10.844,2003,Peter Berg,male,80916492,85000000
325,Murder on the Orient Express,4176,7.1,433,10.841,1974,Sidney Lumet,male,27634716,0
326,Little Nicky,9678,5.2,593,10.841,2000,Steven Brill,male,0,85000000
327,Paddington,116149,7.0,1412,10.837,2014,Paul King,male,259207227,55000000
328,"Lord, Give Me Patience",437297,6.4,67,10.835,2017,,,0,0
329,Life of Brian,583,7.8,1659,10.83,1979,Terry Jones,male,20045115,4000000
330,Sleuth,993,7.8,204,10.83,1972,Joseph L. Mankiewicz,male,0,0
331,Practical Magic,6435,6.4,498,10.829,1998,Griffin Dunne,male,46683377,75000000
332,Monkey King: Hero Is Back,351694,7.4,67,10.828,2015,Tian Xiao Peng,male,150000000,10000000
333,The Rock,9802,7.0,1898,10.827,1996,Michael Bay,male,335062621,75000000
334,The Butterfly Effect,1954,7.5,2995,10.823,2004,Eric Bress,male,96060858,13000000
335,Chain Reaction,12123,5.5,369,10.822,1996,Andrew Davis,male,60209334,50000000
336,Argo,68734,7.2,4310,10.82,2012,Ben Affleck,male,232324128,44500000
337,Mike and Dave Need Wedding Dates,316023,6.0,1250,10.815,2016,Jake Szymanski,male,77068246,33000000
338,The Fly,9426,7.2,1487,10.814,1986,David Cronenberg,male,60629159,15000000
339,Night Train to Lisbon,160139,6.5,166,10.807,2013,Bille August,female,0,7700000
340,The House,345914,5.8,324,10.806,2017,Andrew J. Cohen,male,0,40000000
341,The Spiderwick Chronicles,8204,6.4,929,10.803,2008,Mark Waters,male,162839667,90000000
342,Mr. Holmes,280996,6.5,880,10.799,2015,Bill Condon,male,29355203,0
343,The Finest Hours,300673,6.4,792,10.799,2016,Craig Gillespie,male,52099090,80000000
344,20th Century Women,342737,7.4,368,10.795,2016,Mike Mills,male,5664764,7000000
345,Veronica,441701,6.0,514,10.794,2017,Paco Plaza,male,0,0
346,The Yellow Birds,383585,6.7,18,10.793,2018,Alexandre Moors,male,0,12000000
347,Ideal Home,399725,6.5,16,10.793,2018,Andrew Fleming,male,0,10000000
348,The Wrestler,12163,7.4,1433,10.792,2008,Darren Aronofsky,male,44703995,6000000
349,Bedknobs and Broomsticks,12335,6.9,373,10.791,1971,Robert Stevenson,male,17900000,20000000
350,Bandidas,1969,5.8,444,10.789,2006,Joachim Rønning,male,10496317,35000000
351,Bridesmaids,55721,6.5,2220,10.789,2011,Paul Feig,male,288383523,32500000
352,Babylon A.D.,9381,5.5,883,10.787,2008,Mathieu Kassovitz,male,72108608,70000000
353,A Matter of Loaf and Death,14447,7.3,169,10.787,2008,Nick Park,male,0,0
354,Cool Kids Don't Cry,115929,7.8,72,10.784,2012,Dennis Bots,male,0,0
355,Superman II,8536,6.6,881,10.783,1980,Richard Lester,male,190458706,54000000
356,I Origins,244267,7.6,1468,10.777,2014,Mike Cahill,male,336472,0
357,Speed Racer,7459,5.7,510,10.774,2008,Lana Wachowski,female,93945766,120000000
358,Ghosts of Mars,10016,4.9,389,10.771,2001,John Carpenter,male,14010832,28000000
359,Godzilla: King of the Monsters,373571,0.0,1,10.769,2019,Michael Dougherty,male,0,0
360,The Running Man,865,6.5,913,10.765,1987,Paul Michael Glaser,male,38122105,27000000
361,Piglet's Big Movie,13691,6.3,113,10.764,2003,Francis Glebas,male,0,0
362,Look Who's Talking Too,9356,5.2,495,10.763,1990,Amy Heckerling,female,0,0
363,Barbie in the Nutcracker,15167,6.5,317,10.759,2001,Owen Hurley,male,0,0
364,Project A,21519,7.1,120,10.759,1983,Jackie Chan,female,0,0
365,The Spirit,8285,4.8,434,10.755,2008,Frank Miller,male,39031337,60000000
366,Outbreak,6950,6.4,698,10.749,1995,Wolfgang Petersen,male,189859560,50000000
367,OtherLife,411999,6.7,118,10.749,2017,Ben C. Lucas,male,0,0
368,The Fourth Kind,22824,5.8,604,10.739,2009,Olatunde Osunsanmi,male,42333295,10000000
369,The Extraordinary Adventures of Adèle Blanc-Sec,35552,6.0,466,10.739,2010,Luc Besson,male,34100000,25000000
370,Hummingbird,136418,6.0,729,10.737,2013,Steven Knight,male,8352885,20000000
371,2 Guns,136400,6.5,1971,10.735,2013,Baltasar Kormákur,male,131940411,61000000
372,Fallen,283378,5.9,695,10.734,2016,Scott Hicks,male,0,0
373,I Stand Alone,1567,7.6,127,10.73,1998,Gaspar Noé,male,0,0
374,Crime Busters,11689,6.8,192,10.728,1977,Enzo Barboni,male,0,0
375,Jurassic World 3,507086,0.0,0,10.728,2021,Colin Trevorrow,male,0,0
376,Sunshine,1272,7.0,1565,10.726,2007,Danny Boyle,male,32017803,50000000
377,Revolt,313943,5.2,91,10.726,2017,Joe Miale,male,0,4000000
378,Unfaithful,2251,6.4,422,10.725,2002,Adrian Lyne,male,119137784,50000000
379,Looking for Richard,42314,6.9,49,10.723,1996,Al Pacino,male,0,0
380,Westworld,2362,6.8,476,10.722,1973,Michael Crichton,male,0,0
381,Jaws: The Revenge,580,3.7,313,10.716,1987,Joseph Sargent,male,51881013,23000000
382,We're Back! A Dinosaur's Story,18890,5.9,159,10.715,1993,Phil Nibbelink,male,9317021,0
383,Dead Silence,14001,6.3,742,10.715,2007,James Wan,male,22217407,20000000
384,Icarus,432976,7.8,194,10.71,2017,Bryan Fogel,male,0,0
385,The Perfect Storm,2133,6.2,825,10.705,2000,Wolfgang Petersen,male,325756637,120000000
386,Shooter,7485,6.9,1909,10.704,2007,Antoine Fuqua,male,95696996,61000000
387,Maid in Manhattan,7303,5.6,687,10.704,2002,Wayne Wang,male,154906693,55000000
388,Scream 2,4233,6.2,1240,10.703,1997,Wes Craven,male,172363301,24000000
389,Berserk: The Golden Age Arc 2 - The Battle for Doldrey,118412,7.2,100,10.703,2012,Toshiyuki Kubooka,male,0,0
390,Heavy Metal,11827,6.3,209,10.7,1981,Gerald Potterton,male,20100000,9300000
391,Brigsby Bear,403431,7.2,139,10.7,2017,Dave McCary,male,532669,0
392,8 Mile,65,6.9,2444,10.698,2002,Curtis Hanson,male,242875078,41000000
393,November Criminals,317091,5.0,226,10.698,2017,Sacha Gervasi,male,0,0
394,Empire of the Sun,10110,7.4,683,10.695,1987,Steven Spielberg,male,22238696,35000000
395,Skyline,42684,4.8,703,10.694,2010,Colin Strause,male,66821036,10000000
396,Evangelion: 1.0: You Are (Not) Alone,15137,7.6,178,10.693,2007,Kazuya Tsurumaki,male,223839,0
397,Big Daddy,9032,6.2,1308,10.692,1999,Dennis Dugan,male,234801895,34200000
398,BPM (Beats per Minute),451945,8.0,490,10.688,2017,Robin Campillo,,7632420,6600000
399,Carlito's Way,6075,7.8,1134,10.687,1993,Brian De Palma,male,36516012,30000000
400,The Lovely Bones,7980,6.7,1637,10.683,2009,Peter Jackson,male,93525586,65000000
401,Thelma & Louise,1541,7.3,1095,10.682,1991,Ridley Scott,male,45361000,16000000
402,Star Wars: Episode IX,181812,0.0,26,10.682,2019,J.J. Abrams,male,0,715
403,Hot Tub Time Machine,23048,6.0,1150,10.681,2010,Steve Pink,male,64572262,36000000
404,The Fox and the Hound 2,9948,5.6,185,10.68,2006,Jim Kammerud,male,0,24000000
405,National Lampoon's Van Wilder,11452,5.9,988,10.678,2002,Walt Becker,male,38275483,5000000
406,The Open House,485774,3.7,445,10.675,2018,Suzanne Coote,female,0,0
407,Hangman,323368,5.8,89,10.673,2017,Johnny Martin,male,0,0
408,Goodbye Christopher Robin,418680,7.1,206,10.671,2017,Simon Curtis,male,1735251,0
409,Evil Dead II,765,7.6,1063,10.667,1987,Sam Raimi,male,5923044,3600000
410,Lilya 4-ever,12093,7.8,199,10.667,2002,Lukas Moodysson,male,0,0
411,The Girl Who Kicked the Hornet's Nest,33613,7.0,567,10.666,2009,Daniel Alfredson,male,43498108,4000000
412,Land of Mine,335578,7.8,503,10.664,2015,Martin Zandvliet,male,0,5070773
413,Unforgettable,418437,5.6,239,10.664,2017,Denise Di Novi,female,17768012,12000000
414,Land of the Lost,18162,5.3,522,10.662,2009,Brad Silberling,male,68688831,100000000
415,Made of Honor,10761,6.2,595,10.66,2008,Paul Weiland,male,84601681,40000000
416,Incarnate,241258,5.3,243,10.66,2016,Brad Peyton,male,6341855,5000000
417,Rio Bravo,301,7.8,378,10.659,1959,Howard Hawks,male,5800000,0
418,China Salesman,461714,6.2,6,10.658,2017,Tan Bing,male,0,0
419,Mighty Morphin Power Rangers: The Movie,9070,5.3,226,10.654,1995,Bryan Spicer,male,66000000,15000000
420,Mighty Morphin Power Rangers: The Movie,9070,5.3,226,10.654,1995,Bryan Spicer,male,66000000,15000000
421,Home Alone 4,12536,4.1,382,10.651,2002,Rod Daniel,male,0,0
422,Weird Science,11814,6.4,498,10.647,1985,John Hughes,male,38934048,0
423,Bad Match,429727,5.6,17,10.643,2017,David Chirchirillo,male,0,0
424,Idiocracy,7512,6.4,929,10.642,2006,Mike Judge,male,495303,30000000
425,Milk,10139,7.3,860,10.642,2008,Gus Van Sant,male,54586584,20000000
426,Awakenings,11005,7.7,826,10.636,1990,Penny Marshall,female,52096475,0
427,Leave No Trace,443463,6.7,15,10.635,2018,Debra Granik,female,0,0
428,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,396330,7.1,29,10.634,2016,Matt Peters,male,0,0
429,Under Siege 2: Dark Territory,3512,5.6,294,10.63,1995,Geoff Murphy,male,104324083,60000000
430,Wild Hogs,11199,5.7,956,10.626,2007,Walt Becker,male,253625427,0
431,Orbiter 9,437311,5.6,88,10.625,2017,Hatem Khraiche,male,0,0
432,Book of Shadows: Blair Witch 2,11531,4.3,280,10.618,2000,Joe Berlinger,male,0,0
433,Cockneys vs Zombies,114606,5.9,170,10.618,2012,Matthias Hoene,male,0,0
434,Sword Art Online The Movie: Ordinal Scale,413594,7.7,156,10.618,2017,Tomohiko Itou,male,20725409,0
435,3 Idiots,20453,7.8,1020,10.616,2009,Rajkumar Hirani,male,70000000,9000000
436,Looper,59967,6.7,5785,10.614,2012,Rian Johnson,male,47042000,30000000
437,Burn After Reading,4944,6.5,1696,10.612,2008,Ethan Coen,male,163720069,37000000
438,Gangster Squad,82682,6.2,2179,10.612,2013,Ruben Fleischer,male,105200903,60000000
439,Clinical,433244,5.2,139,10.611,2017,Alistair Legrand,male,0,0
440,Song to Song,330947,5.4,355,10.61,2017,Terrence Malick,male,443684,10000000
441,Shark Bait,19595,4.8,84,10.61,2006,Howard E. Baker,male,0,0
442,The Return of the Living Dead,10925,7.3,353,10.608,1985,Dan O'Bannon,male,14237880,4000000
443,Ice Age: The Great Egg-Scapade,387893,6.0,154,10.604,2016,Ricardo Curtis,male,0,0
444,Samson,474392,5.7,29,10.603,2018,Bruce MacDonald,male,0,0
445,The Great Escape,5925,7.9,978,10.601,1963,John Sturges,male,11744471,4000000
446,The Day the Earth Stood Still,10200,5.3,1412,10.601,2008,Scott Derrickson,male,233093859,80000000
447,Dante's Peak,9619,5.8,610,10.599,1997,Roger Donaldson,male,178127760,116000000
448,Vicky Cristina Barcelona,5038,6.7,1526,10.596,2008,Woody Allen,male,96408652,15000000
449,The Boy Next Door,241251,4.3,1204,10.596,2015,Rob Cohen,male,52425855,4000000
450,Death at a Funeral,34803,5.6,330,10.595,2010,Neil LaBute,male,49050886,21000000
451,So I Married an Axe Murderer,10442,6.2,162,10.593,1993,Thomas Schlamme,male,11585483,20000000
452,Sweet Virginia,413992,6.5,62,10.593,2017,Jamie M. Dagg,,9771,0
453,Frozen,44363,5.9,788,10.591,2010,Adam Green,male,3065860,0
454,Flash Gordon,3604,6.1,302,10.59,1980,Mike Hodges,male,27107960,35000000
455,12 Feet Deep,459928,5.2,125,10.59,2017,Matt Eskandari,male,0,0
456,Dracula: Dead and Loving It,12110,5.8,300,10.59,1995,Mel Brooks,female,0,0
457,Only Lovers Left Alive,152603,7.3,812,10.587,2013,Jim Jarmusch,male,0,7000000
458,P.O. Box Tinto Brass,55580,5.2,28,10.583,1995,Tinto Brass,male,0,0
459,Immortals,37958,5.7,1172,10.582,2011,Tarsem Singh,,226904017,75000000
460,Easy Rider,624,7.1,623,10.578,1969,Dennis Hopper,male,0,360000
461,Come and See,25237,8.1,255,10.573,1985,Elem Klimov,female,0,0
462,Spanglish,2539,5.8,531,10.572,2004,James L. Brooks,male,55041367,80000000
463,Thir13en Ghosts,9378,5.5,619,10.572,2001,Steve Beck,male,41867960,42000000
464,xXx,7451,5.8,1929,10.569,2002,Rob Cohen,male,277448382,70000000
465,Bordertown,4351,6.2,92,10.568,2007,Gregory Nava,male,0,21000000
466,A Futile and Stupid Gesture,391710,6.7,91,10.567,2018,David Wain,male,0,10000000
467,Wyatt Earp,12160,6.6,275,10.566,1994,Lawrence Kasdan,male,25052000,63000000
468,The Face of Love,214086,6.2,60,10.566,2013,Arie Posin,male,350006,4000000
469,American Hustle,168672,6.8,3719,10.565,2013,David O. Russell,male,251171807,40000000
470,No Good Deed,2017,5.3,65,10.564,2002,Bob Rafelson,male,0,12000000
471,Anchorman: The Legend of Ron Burgundy,8699,6.8,1947,10.564,2004,Adam McKay,male,90574188,26000000
472,Stronger,395993,7.0,445,10.558,2017,David Gordon Green,male,5796490,30000000
473,The Many Adventures of Winnie the Pooh,250480,7.2,279,10.557,1977,John Lounsbery,male,0,0
474,The Lizzie McGuire Movie,18736,5.8,460,10.555,2003,Jim Fall,male,55534455,17000000
475,Sleepers,819,7.4,1069,10.553,1996,Barry Levinson,male,165615285,44000000
476,Ali G Indahouse,9298,6.0,448,10.553,2002,Mark Mylod,male,0,0
477,Beauty and the Beast,197796,5.8,933,10.551,2014,Christophe Gans,male,49100000,33000000
478,Almost Famous,786,7.5,1088,10.55,2000,Cameron Crowe,male,47383689,60000000
479,The Limehouse Golem,369300,5.9,191,10.548,2016,Juan Carlos Medina,male,2225698,0
480,The Limehouse Golem,369300,5.9,191,10.548,2016,Juan Carlos Medina,male,2225698,0
481,Damien: Omen II,10766,6.2,224,10.547,1978,Don Taylor,male,26518355,6800000
482,Primal Fear,1592,7.6,919,10.547,1996,Gregory Hoblit,male,102616183,30000000
483,Sleepwalkers,11428,5.2,141,10.545,1992,Mick Garris,male,30524763,0
484,Tangled: Before Ever After,438747,6.5,78,10.545,2017,Tom Caulfield,male,0,0
485,Sleepless,324542,5.8,584,10.544,2017,Baran bo Odar,male,32540674,30000000
486,The Ewok Adventure,1884,5.8,68,10.541,1985,John Korty,male,0,3000000
487,Julie & Julia,24803,6.6,848,10.539,2009,Nora Ephron,female,129540499,40000000
488,Oculus,157547,6.3,1423,10.538,2013,Mike Flanagan,male,44030246,5000000
489,Tulip Fever,257785,6.2,153,10.534,2017,Justin Chadwick,male,3425664,25000000
490,Mercury Rising,8838,6.2,507,10.534,1998,Harold Becker,male,0,60000000
491,Dog Day Afternoon,968,7.7,941,10.532,1975,Sidney Lumet,male,46665856,1800000
492,DodgeBall: A True Underdog Story,9472,6.2,1445,10.531,2004,Rawson Thurber,,167722310,20000000
493,Bao,514754,8.2,57,10.531,2018,Domee Shi,,0,0
494,Masterminds,213681,5.6,845,10.528,2016,Jared Hess,male,29200000,25000000
495,Thick as Thieves,14979,5.9,301,10.527,2009,Mimi Leder,female,0,25000000
496,Who Am I,284427,7.7,550,10.527,2014,Baran bo Odar,male,0,0
497,Passion,109099,5.2,190,10.527,2012,Brian De Palma,male,0,30000000
498,Coyote Ugly,6282,6.0,812,10.526,2000,David McNally,male,113916474,45000000
499,Dogville,553,7.8,906,10.525,2003,Lars von Trier,male,16680836,10000000
500,Elegy,11671,6.4,105,10.52,2008,Isabel Coixet,female,14894347,13000000
501,Don Jon,138697,5.9,2244,10.517,2013,Joseph Gordon-Levitt,male,0,6000000
502,2 Days in the Valley,9401,6.1,89,10.514,1996,John Herzfeld,male,0,0
503,Moon,17431,7.6,2447,10.514,2009,Duncan Jones,male,9760104,5000000
504,Fallen Angels,11220,7.6,155,10.511,1995,Wong Kar-wai,,0,0
505,Cross of Iron,10839,6.9,117,10.509,1977,Sam Peckinpah,male,0,6000000
506,Faster,41283,6.2,734,10.508,2010,"George Tillman, Jr.",male,23081726,24000000
507,War Machine,354287,5.6,410,10.507,2017,David Michôd,male,0,60000000
508,Appaloosa,12690,6.5,396,10.506,2008,Ed Harris,male,20211394,20000000
509,Striptease,9879,4.6,287,10.504,1996,Andrew Bergman,male,113309743,50000000
510,Tusk,246403,5.2,484,10.501,2014,Kevin Smith,male,1826705,2800000
511,Bone Tomahawk,294963,6.7,694,10.501,2015,S. Craig Zahler,female,0,1800000
512,"The Karate Kid, Part III",10495,5.7,452,10.497,1989,John G. Avildsen,male,38956288,0
513,Absolutely Fabulous: The Movie,372411,5.3,120,10.496,2016,Mandie Fletcher,female,37915971,0
514,The Hunter's Prayer,302150,5.8,121,10.495,2017,Jonathan Mostow,male,0,17000000
515,Iron Sky,10679,5.7,703,10.493,2012,Timo Vuorensola,male,8135031,7500000
516,Hang 'em High,4929,6.8,255,10.488,1968,Ted Post,male,6800000,1800000
517,The Legend of Zorro,1656,5.9,1223,10.487,2005,Martin Campbell,male,142400065,75000000
518,Mirror,1396,8.0,224,10.486,1975,Andrei Tarkovsky,male,0,0
519,Poltergeist,243688,5.1,1178,10.486,2015,Gil Kenan,male,95437994,35000000
520,Legally Blonde,8835,6.3,1326,10.485,2001,Robert Luketic,male,141774679,18000000
521,Battle: Los Angeles,44943,5.6,1767,10.485,2011,Jonathan Liebesman,male,202466756,70000000
522,Diary of a Wimpy Kid: Dog Days,82650,6.1,338,10.483,2012,David Bowers,male,0,10000000
523,The Darkest Hour,71469,4.9,607,10.482,2011,Chris Gorak,male,64626786,30000000
524,A Perfect Getaway,12403,6.3,472,10.478,2009,David Twohy,male,22852638,14000000
525,Asterix: The Mansions of the Gods,170522,6.7,534,10.477,2014,Alexandre Astier,male,0,30000000
526,Compliance,84188,6.4,297,10.475,2012,Craig Zobel,male,319285,0
527,Van Wilder 2: The Rise of Taj,10032,5.0,198,10.472,2006,Mort Nathan,male,6086508,0
528,The Bookshop,444539,6.6,34,10.472,2017,Isabel Coixet,female,0,3582070
529,Vixen!,5721,5.5,25,10.471,1968,Russ Meyer,male,6000000,76000
530,The Host,1255,6.8,727,10.471,2006,Bong Joon-ho,male,88489643,11000000
531,Kelly's Heroes,11589,7.4,241,10.471,1970,Brian G. Hutton,male,5200000,4000000
532,Brick,9270,6.9,480,10.47,2005,Rian Johnson,male,3919254,475000
533,I'm for the Hippopotamus,9031,6.5,167,10.47,1979,Italo Zingarelli,male,0,0
534,Ransom,3595,6.5,653,10.468,1996,Ron Howard,male,309492681,80000000
535,Casino,524,7.9,1878,10.464,1995,Martin Scorsese,male,116112375,52000000
536,Chalet for sale,532231,0.0,0,10.462,2018,Tomáš Pavlíček,male,0,0
537,Vantage Point,7461,6.3,915,10.46,2008,Pete Travis,male,151161491,40000000
538,The Rocky Horror Picture Show,36685,7.5,1054,10.459,1975,Jim Sharman,male,112892319,1200000
539,Mythica: The Iron Crown,388191,6.0,25,10.459,2016,John Lyde,male,0,0
540,A Better Tomorrow,11471,7.4,136,10.458,1986,John Woo,male,4469460,0
541,The Blair Witch Project,2667,6.3,1537,10.455,1999,Daniel Myrick,male,248000000,60000
542,Paranormal Activity 3,72571,5.9,948,10.455,2011,Henry Joost,male,205703818,5000000
543,Never Say Never Again,36670,6.0,488,10.454,1983,Irvin Kershner,male,160000000,36000000
544,Book Club,502682,6.2,49,10.454,2018,Bill Holderman,male,78720293,10000000
545,Superman III,9531,5.3,660,10.454,1983,Richard Lester,male,75850624,39000000
546,Boy,39356,7.6,108,10.453,2010,Taika Waititi,,43,3
547,The Raid 2,180299,7.7,996,10.452,2014,Gareth Evans,male,2627209,4500000
548,Original Sin,2057,5.9,290,10.45,2001,Michael Cristofer,male,35402320,42000000
549,16 Wishes,40205,5.8,446,10.444,2010,Peter DeLuise,male,0,0
550,God of War,455043,5.2,30,10.444,2017,Gordon Chan,male,0,25000000
551,House of Flying Daggers,9550,7.3,593,10.441,2004,Zhang Yimou,,92863945,0
552,Kiss Kiss Bang Bang,5236,7.2,1180,10.439,2005,Shane Black,male,15785148,15000000
553,The Towering Inferno,5919,7.1,312,10.439,1974,John Guillermin,male,116000000,14000000
554,Taxi 3,2334,5.5,519,10.435,2003,Gérard Krawczyk,male,65497208,14500000
555,Keeping Up with the Joneses,331313,5.9,901,10.435,2016,Greg Mottola,male,29918745,40000000
556,Terms of Endearment,11050,7.2,266,10.427,1983,James L. Brooks,male,0,8000000
557,Starship Troopers: Invasion,114478,5.7,171,10.427,2012,Shinji Aramaki,male,0,0
558,The Longest Yard,9291,6.3,1180,10.426,2005,Peter Segal,male,190320568,82000000
559,42,109410,6.9,909,10.426,2013,Brian Helgeland,male,95020213,40000000
560,Bambi II,13205,6.1,301,10.425,2006,Brian Pimental,male,0,0
561,Sister Act 2: Back in the Habit,6279,6.1,585,10.423,1993,Bill Duke,male,57319029,38000000
562,"No Retreat, No Surrender",12721,5.6,131,10.423,1986,Corey Yuen,male,4662137,0
563,The Last House on the Left,18405,6.3,629,10.422,2009,Dennis Iliadis,male,32721635,15000000
564,Grumpy Old Men,11520,6.7,221,10.419,1993,Donald Petrie,male,0,0
565,Lone Survivor,193756,7.4,1942,10.418,2013,Peter Berg,male,149295601,40000000
566,The Mosquito Coast,11120,6.4,167,10.416,1986,Peter Weir,male,14302779,0
567,Love & Other Drugs,43347,6.8,1901,10.413,2010,Edward Zwick,male,102820008,30000000
568,Goodbye Berlin,384664,6.9,86,10.413,2016,Fatih Akin,male,0,0
569,My Girl,4032,7.0,625,10.411,1991,Howard Zieff,male,0,16500000
570,Wolf Totem,309302,6.4,186,10.41,2015,Jean-Jacques Annaud,male,123205624,38000000
571,Barnyard,9907,5.4,330,10.407,2006,Steve Oedekerk,male,116476887,51000000
572,The Omen,794,7.3,675,10.403,1976,Richard Donner,male,60922980,2800000
573,Two Is a Family,382591,7.8,1422,10.401,2016,Hugo Gélin,male,1447740,0
574,Asterix at the Olympic Games,2395,5.0,722,10.4,2008,Frédéric Forestier,male,132900000,97250400
575,The Butterfly Effect 2,14620,4.7,345,10.399,2006,John R. Leonetti,male,0,0
576,A Single Man,34653,7.4,671,10.397,2009,Tom Ford,male,24964890,7000000
577,Daddy's Home,274167,6.0,1339,10.396,2015,Sean Anders,male,242786137,50000000
578,All Is Lost,152747,6.6,835,10.394,2013,J.C. Chandor,male,6108720,9000000
579,Killing Me Softly,14365,5.5,122,10.392,2002,Chen Kaige,,0,0
580,Three Colors: Red,110,8.0,374,10.392,1994,Krzysztof Kieślowski,male,0,0
581,Home Again,427900,5.9,408,10.391,2017,Hallie Meyers-Shyer,female,27020284,12000000
582,Meatballs,14035,6.0,109,10.388,1979,Ivan Reitman,male,0,0
583,An Extremely Goofy Movie,15653,6.0,187,10.387,2000,Douglas McCarthy,male,0,0
584,Starship Troopers 3: Marauder,11127,4.4,188,10.384,2008,Edward Neumeier,male,0,9000000
585,Elite Squad: The Enemy Within,47931,7.7,620,10.38,2010,José Padilha,male,63027681,0
586,Real Genius,14370,6.7,152,10.378,1985,Martha Coolidge,female,13000000,0
587,In This Corner of the World,378108,8.1,97,10.378,2016,Sunao Katabuchi,,19204593,0
588,Puss in Boots: The Three Diablos,83201,6.5,152,10.378,2012,Raman Hui,male,0,0
589,Grosse Pointe Blank,9434,7.0,346,10.375,1997,George Armitage,male,28084357,0
590,Cellular,9759,6.2,740,10.375,2004,David R. Ellis,male,56422687,25000000
591,The Humanity Bureau,456048,5.0,67,10.372,2017,Rob W. King,male,0,0
592,Taxi,11045,4.8,334,10.371,2004,Tim Story,male,36609966,25000000
593,Bewitched,9722,4.8,665,10.37,2005,Nora Ephron,female,131426169,85000000
594,The Bridges of Madison County,688,7.5,578,10.367,1995,Clint Eastwood,male,182016617,24000000
595,Heartbreakers,10833,5.9,355,10.364,2001,David Mirkin,male,0,10000000
596,The Judge,205587,7.2,1881,10.364,2014,David Dobkin,male,83719388,50000000
597,7 Guardians of the Tomb,409582,5.5,36,10.363,2018,Kimble Rendall,,0,0
598,Wild Things,617,6.3,602,10.359,1998,John McNaughton,male,67200000,20000000
599,Just Friends,10033,5.9,588,10.359,2005,Roger Kumble,male,50817508,0
600,Guess Who's Coming to Dinner,1879,7.7,263,10.358,1967,Stanley Kramer,male,56666667,4000000
601,Live by Night,259695,6.2,612,10.358,2016,Ben Affleck,male,22678555,108000000
602,Crimson Tide,8963,7.1,654,10.353,1995,Tony Scott,male,157387195,53000000
603,The Dead Girl,13551,6.3,89,10.353,2006,Karen Moncrieff,female,0,0
604,Annie Hall,703,7.8,1511,10.352,1977,Woody Allen,male,38251425,4000000
605,Catwoman,314,4.3,1245,10.345,2004,Pitof,,82102379,100000000
606,27 Dresses,6557,6.2,1478,10.345,2008,Anne Fletcher,female,160259319,30000000
607,Sar Kati Laash,496562,0.0,0,10.345,1999,Teerat Singh,,42660,39500
608,A Scanner Darkly,3509,6.8,713,10.343,2006,Richard Linklater,male,7659918,8700000
609,Elles,85545,5.5,65,10.335,2011,Małgorzata Szumowska,female,911466,4000000
610,Class of 1984,11564,6.4,83,10.334,1982,Mark L. Lester,male,0,4300000
611,In the Mouth of Madness,2654,7.2,458,10.33,1994,John Carpenter,male,8946600,8000000
612,Jackass 3D,16290,6.4,555,10.33,2010,Jeff Tremaine,male,117224271,20000000
613,Anna Karenina,96724,6.6,939,10.328,2012,Joe Wright,male,68929150,0
614,The Cured,469721,5.8,54,10.325,2018,David Freyne,male,0,0
615,Stoker,86825,6.6,1108,10.323,2013,Park Chan-wook,male,12077441,12000000
616,We Were Soldiers,10590,6.8,702,10.322,2002,Randall Wallace,male,114660784,75000000
617,Pretty Baby,26973,6.5,69,10.321,1978,Louis Malle,male,0,0
618,Push,13455,6.0,938,10.316,2009,Paul McGuigan,male,45465299,38000000
619,Help! I'm A Fish,12609,6.5,111,10.314,2000,Stefan Fjeldmark,male,0,0
620,Sleeping with Other People,288036,6.2,452,10.313,2015,Leslye Headland,female,3214116,0
621,Robin Hood: Prince of Thieves,8367,6.7,1303,10.312,1991,Kevin Reynolds,male,390493908,48000000
622,Beerfest,9988,5.8,222,10.308,2006,Jay Chandrasekhar,male,19179969,17500000
623,Epic,116711,6.4,1392,10.308,2013,Chris Wedge,male,268426634,100000000
624,Suspiria,11906,7.6,660,10.307,1977,Dario Argento,male,0,0
625,The Descent,9392,6.9,1412,10.306,2005,Neil Marshall,male,0,0
626,Lost Highway,638,7.6,829,10.302,1997,David Lynch,male,3675201,15000000
627,Shaolin Soccer,11770,6.7,694,10.301,2001,Stephen Chow,male,42776760,0
628,The Ugly Truth,20943,6.4,1511,10.299,2009,Robert Luketic,male,205298907,38000000
