,Title,ID,Vote_Avg,Vote_Count,Popularity,release_year,Director,Gender,Revenue,Budget
430,The Wild Bunch,576,7.7,383,11.443,1969,Sam Peckinpah,male,638641,6244087
431,Black Hawk Down,855,7.3,2407,11.442,2001,Ridley Scott,male,172989651,92000000
432,The Last Witch Hunter,274854,5.7,1761,11.441,2015,Breck Eisner,male,146936910,90000000
433,Paddington 2,346648,7.5,464,11.44,2017,Paul King,male,185847106,40000000
434,The Texas Chainsaw Massacre: The Beginning,10781,5.9,603,11.432,2006,Jonathan Liebesman,male,0,16000000
435,Alvin and the Chipmunks: Chipwrecked,55301,5.5,748,11.428,2011,Mike Mitchell,male,342695435,75000000
436,Descendants,277217,6.7,780,11.422,2015,Kenny Ortega,male,0,0
437,Matilda,10830,6.9,1441,11.416,1996,Danny DeVito,male,33459416,36000000
438,The Town,23168,7.1,1945,11.416,2010,Ben Affleck,male,154026136,37000000
439,Lawrence of Arabia,947,8.0,1146,11.413,1962,David Lean,male,69995385,15000000
440,Crank,1948,6.6,1544,11.411,2006,Brian Taylor,male,42931041,12000000
441,Flightplan,9315,6.3,1063,11.409,2005,Robert Schwentke,male,223387299,55000000
442,Unstoppable,44048,6.4,1547,11.409,2010,Tony Scott,male,167805466,100000000
443,Tender Cousins,73134,6.2,10,11.409,1980,David Hamilton,male,0,0
444,The Little Death,276844,6.6,206,11.409,2014,Josh Lawson,male,0,0
445,The Con Is On,353576,5.0,12,11.409,2018,James Oakley,male,0,13000000
446,R.I.P.D.,49524,5.5,1630,11.406,2013,Robert Schwentke,male,61648500,130000000
447,Kick-Ass,23483,7.1,6146,11.401,2010,Matthew Vaughn,male,96188903,28000000
448,The Perks of Being a Wallflower,84892,7.8,4401,11.401,2012,Stephen Chbosky,male,33400000,13000000
449,G.I. Joe: The Rise of Cobra,14869,5.6,2423,11.399,2009,Stephen Sommers,male,302469017,175000000
450,Extortion,333354,6.2,95,11.396,2017,Phil Volken,male,0,0
451,Shoot 'Em Up,4141,6.4,771,11.388,2007,Michael Davis,male,26820641,39000000
452,LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,513736,0.0,0,11.383,2018,Matt Peters,male,0,0
453,Cinderella II: Dreams Come True,14128,5.6,455,11.381,2002,John Kafka,male,0,5000000
454,Dante's Peak,9619,5.8,610,11.377,1997,Roger Donaldson,male,178127760,116000000
455,Red Cliff,12289,7.2,291,11.367,2008,John Woo,male,127814609,80341000
456,Stronger,395993,7.0,444,11.365,2017,David Gordon Green,male,5796490,30000000
457,Lolita,802,7.4,627,11.359,1962,Stanley Kubrick,male,9250000,2000000
458,Chicago,1574,7.1,991,11.356,2002,Rob Marshall,male,306776732,45000000
459,RoboCop 2,5549,5.8,656,11.355,1990,Irvin Kershner,male,45681173,35000000
460,The Nutty Professor,9327,5.5,1094,11.354,1996,Tom Shadyac,male,128769345,54000000
461,Liar Liar,1624,6.5,2108,11.353,1997,Tom Shadyac,male,302710615,45000000
462,Johnny English Reborn,58233,6.0,1338,11.35,2011,Oliver Parker,male,160078586,45000000
463,Emerald Green,337556,6.8,360,11.345,2016,Felix Fuchssteiner,male,0,0
464,The Accountant,302946,6.9,2805,11.342,2016,Gavin O'Connor,male,155160045,44000000
465,The Smurfs,41513,5.6,1642,11.34,2011,Raja Gosnell,male,563749323,110000000
466,Scent of a Woman,9475,7.5,1056,11.333,1992,Martin Brest,male,134095253,31000000
467,The Brothers Grimm,4442,5.7,1210,11.332,2005,Terry Gilliam,male,105316267,88000000
468,Crime Busters,11689,6.8,192,11.326,1977,Enzo Barboni,male,0,0
469,The Great Mouse Detective,9994,7.0,538,11.321,1986,Ron Clements,male,38625550,14000000
470,The Idiots,452,6.6,165,11.32,1998,Lars von Trier,male,7235,2500000
471,Red Riding Hood,49730,5.8,1383,11.32,2011,Catherine Hardwicke,female,89162162,42000000
472,Survival of the Dead,29426,4.7,162,11.308,2010,George A. Romero,male,0,4000000
473,Warm Bodies,82654,6.4,3387,11.307,2013,Jonathan Levine,male,116980662,35000000
474,[REC],8329,7.1,1332,11.306,2007,Jaume Balagueró,male,30448000,1500000
475,The Humanity Bureau,456048,5.0,67,11.306,2017,Rob W. King,male,0,0
476,Final Fantasy VII: Advent Children,647,6.8,370,11.303,2005,Tetsuya Nomura,male,0,0
477,Elles,85545,5.5,65,11.303,2011,Małgorzata Szumowska,female,911466,4000000
478,The Space Between Us,365942,7.1,1025,11.3,2017,Peter Chelsom,male,14793385,30000000
479,Bar Boys,469691,5.5,4,11.3,2017,Kip Oebanda,male,0,0
480,The Disaster Artist,371638,7.2,1163,11.293,2017,James Franco,male,29820616,10000000
481,Memories of Murder,11423,8.1,625,11.291,2003,Bong Joon-ho,male,0,2800000
482,No Strings Attached,41630,6.1,1934,11.289,2011,Ivan Reitman,male,147780440,25000000
483,Valkyrie,2253,6.8,1572,11.287,2008,Bryan Singer,male,200276000,75000000
484,Brother Bear,10009,7.0,2081,11.286,2003,Aaron Blaise,male,0,100000000
485,Shaolin Soccer,11770,6.7,693,11.273,2001,Stephen Chow,male,42776760,0
486,Jurassic World 3,507086,0.0,0,11.273,2021,Colin Trevorrow,male,0,0
487,Rush,96721,7.7,3097,11.27,2013,Ron Howard,male,90247624,38000000
488,122,512959,0.0,0,11.266,2018,Yasir Al-Yasiri,male,0,0
489,Sex: A Relationship and Not Marriage,409387,10.0,1,11.265,2016,Jo Kyeong-hoon-I,female,0,0
490,The Long Kiss Goodnight,11412,6.6,426,11.26,1996,Renny Harlin,male,89456761,65000000
491,A Serbian Film,73861,5.5,607,11.26,2010,Srđan Spasojević,male,0,0
492,Real Steel,39254,6.7,3682,11.253,2011,Shawn Levy,male,299268508,110000000
493,Dawn of the Dead,924,6.9,1484,11.251,2004,Zack Snyder,male,102356381,28000000
494,The Saint,463906,5.2,100,11.251,2017,Ernie Barbarash,male,0,0
495,Catch Me If You Can,640,7.8,5458,11.25,2002,Steven Spielberg,male,352114312,52000000
496,Man on Fire,9509,7.4,2057,11.244,2004,Tony Scott,male,130293714,70000000
497,Star Trek Into Darkness,54138,7.4,5317,11.242,2013,J.J. Abrams,male,467365246,190000000
498,Straight Outta Compton,277216,7.7,1746,11.242,2015,F. Gary Gray,,201634991,28000000
499,Mary and the Witch's Flower,430447,7.0,148,11.241,2017,Hiromasa Yonebayashi,male,0,0
500,There Will Be Blood,7345,8.0,2234,11.24,2007,Paul Thomas Anderson,male,77208711,25000000
501,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,76535,7.1,107,11.234,2011,Leythum,,0,500000
502,Teenage Mutant Ninja Turtles: Out of the Shadows,308531,5.8,1441,11.226,2016,Dave Green,male,245623848,135000000
503,First They Killed My Father,433247,7.6,160,11.225,2017,Angelina Jolie,female,0,24000000
504,Descendants 2,417320,7.3,479,11.223,2017,Kenny Ortega,male,0,0
505,Freddy vs. Jason,6466,5.8,860,11.217,2003,Ronny Yu,male,114908830,30000000
506,The Leisure Seeker,449749,7.4,131,11.213,2018,Paolo Virzì,male,3009621,0
507,Rocky Balboa,1246,6.6,1238,11.207,2006,Sylvester Stallone,male,155721132,24000000
508,Orphan,21208,6.8,1901,11.207,2009,Jaume Collet-Serra,male,41596251,20000000
509,Austin Powers in Goldmember,818,5.9,1360,11.206,2002,Jay Roach,male,296655431,63000000
510,The Angry Birds Movie,153518,6.0,1424,11.202,2016,Clay Kaytis,male,349779543,73000000
511,Young Mother 2,276126,1.0,2,11.202,2014,Noh Seong-soo,male,0,0
512,Batman & Robin,415,4.2,2052,11.198,1997,Joel Schumacher,male,238207122,125000000
513,American Hustle,168672,6.8,3717,11.189,2013,David O. Russell,male,251171807,40000000
514,Scream 4,41446,6.2,1264,11.188,2011,Wes Craven,male,97138686,40000000
515,Lethal Weapon,941,7.1,1830,11.183,1987,Richard Donner,male,120207127,15000000
516,Olaf's Frozen Adventure,460793,5.9,642,11.182,2017,Kevin Deters,male,0,0
517,The Rescuers,11319,6.7,921,11.176,1977,John Lounsbery,male,71215869,1200000
518,Breaking In,497814,6.2,41,11.175,2018,James McTeigue,male,49078000,6000000
519,Showgirls,10802,5.0,369,11.174,1995,Paul Verhoeven,male,20350754,45000000
520,War Dogs,308266,6.8,1912,11.172,2016,Todd Phillips,male,86234523,40000000
521,Evolution,9397,5.8,891,11.171,2001,Ivan Reitman,male,98376292,80000000
522,Tusk,246403,5.2,484,11.171,2014,Kevin Smith,male,1826705,2800000
523,Training Day,2034,7.4,2238,11.17,2001,Antoine Fuqua,male,104876233,45000000
524,The Birds,571,7.4,1379,11.169,1963,Alfred Hitchcock,male,11403529,2500000
525,Headhunters,70670,7.3,512,11.169,2011,Morten Tyldum,male,15699707,0
526,The Goonies,9340,7.5,2208,11.167,1985,Richard Donner,male,61503218,19000000
527,Planet of the Apes,869,5.6,1745,11.166,2001,Tim Burton,male,362211740,100000000
528,The Karate Kid,1885,6.9,1293,11.165,1984,John G. Avildsen,male,90815558,8000000
529,Grown Ups,38365,6.1,2505,11.163,2010,Dennis Dugan,male,271430189,80000000
530,The Apartment,284,8.2,702,11.158,1960,Billy Wilder,male,25000000,3000000
531,Bridge to Terabithia,1265,7.1,1746,11.155,2007,Gábor Csupó,male,137587063,60000000
532,The Longest Yard,9291,6.3,1178,11.155,2005,Peter Segal,male,190320568,82000000
533,Surf's Up,9408,6.0,892,11.153,2007,Ash Brannon,,149044513,85000000
534,Mickey's Once Upon a Christmas,15400,6.9,174,11.151,1999,Jun Falkenstein,male,0,0
535,I'm for the Hippopotamus,9031,6.5,167,11.149,1979,Italo Zingarelli,male,0,0
536,Leaving Las Vegas,451,7.2,483,11.147,1995,Mike Figgis,male,49800000,3600000
537,The Green Hornet,40805,5.5,1563,11.147,2011,Michel Gondry,male,227817248,120000000
538,The Magnificent Seven,966,7.5,620,11.143,1960,John Sturges,male,4905000,2000000
539,It Comes at Night,418078,5.7,832,11.142,2017,Trey Edward Shults,male,0,5000000
540,Nine 1/2 Weeks,10068,5.9,281,11.14,1986,Adrian Lyne,male,6735922,17000000
541,Drive Angry,47327,5.3,772,11.14,2011,Patrick Lussier,male,28931401,50000000
542,Passengers,274870,6.8,5933,11.132,2016,Morten Tyldum,male,303144152,110000000
543,ParaNorman,77174,6.8,1027,11.124,2012,Sam Fell,male,107139399,60000000
544,Garfield: A Tail of Two Kitties,9513,5.2,723,11.119,2006,Tim Hill,male,141702264,0
545,Sleuth,993,7.8,204,11.115,1972,Joseph L. Mankiewicz,male,0,0
546,Evan Almighty,2698,5.3,1728,11.11,2007,Tom Shadyac,male,173000000,175000000
547,Priest,38321,5.5,924,11.108,2011,Scott Stewart,male,78309131,60000000
548,Who Framed Roger Rabbit,856,7.3,2157,11.108,1988,Robert Zemeckis,male,329803958,70000000
549,The Many Adventures of Winnie the Pooh,250480,7.2,279,11.104,1977,John Lounsbery,male,0,0
550,The Punisher,7220,6.1,1087,11.102,2004,Jonathan Hensleigh,male,54700105,33000000
551,All About Eve,705,8.2,517,11.101,1950,Joseph L. Mankiewicz,male,63463,1400000
552,The Catcher Was a Spy,467952,6.6,14,11.097,2018,Ben Lewin,male,122494,0
553,Small Crimes,411405,5.5,100,11.094,2017,E.L. Katz,female,0,0
554,Awaken,468085,0.0,0,11.094,2018,Tom Lowe,male,0,0
555,Poomagal Oorvalam,139035,0.0,0,11.093,1999,Rasu Mathuravan,,0,0
556,Gone with the Wind,770,7.8,1380,11.092,1939,Victor Fleming,male,400176459,4000000
557,Before Sunrise,76,7.8,1360,11.091,1995,Richard Linklater,male,5535405,2500000
558,How to Train Your Dragon: The Hidden World,166428,0.0,3,11.086,2019,Dean DeBlois,male,0,0
559,The A-Team,34544,6.2,2205,11.082,2010,Joe Carnahan,male,177238796,110000000
560,Ferris Bueller's Day Off,9377,7.6,1851,11.078,1986,John Hughes,male,70136369,6000000
561,Jack-Jack Attack,13932,7.4,317,11.071,2005,Brad Bird,male,0,0
562,The Gateway,485333,0.0,0,11.071,2018,Volodymyr Tykhyy,male,0,0
563,A Time to Kill,1645,7.2,726,11.066,1996,Joel Schumacher,male,152266007,40000000
564,The Mothman Prophecies,2637,6.1,408,11.062,2002,Mark Pellington,male,55157539,32000000
565,Rush Hour 2,5175,6.5,1489,11.06,2001,Brett Ratner,male,347325802,90000000
566,How the Grinch Stole Christmas,8871,6.4,2412,11.059,2000,Ron Howard,male,345141403,123000000
567,Book Club,502682,6.2,49,11.059,2018,Bill Holderman,male,78720293,10000000
568,Kickboxer,10222,6.5,346,11.057,1989,Mark DiSalle,male,14697005,1500000
569,"Roman J. Israel, Esq.",413362,5.9,289,11.055,2017,Dan Gilroy,male,11942780,22000000
570,Superman/Shazam!: The Return of Black Adam,43641,7.0,103,11.054,2010,Joaquim Dos Santos,male,0,0
571,Same Kind of Different as Me,300687,6.5,57,11.053,2017,Michael Carney,male,6423381,6500000
572,Chocolat,392,6.9,1397,11.052,2000,Lasse Hallström,male,152500343,25000000
573,American Pie Presents: Band Camp,8274,5.3,828,11.047,2005,Steve Rash,male,0,10000000
574,Tinker Bell and the Pirate Fairy,175112,6.6,386,11.045,2014,Peggy Holmes,female,20300000,0
575,The Swan Princess,22586,6.4,363,11.043,1994,Richard Rich,male,9771658,20000000
576,Darc,521647,6.1,25,11.04,2018,Julius R. Nasso	,male,0,0
577,The Blue Lagoon,5689,5.8,603,11.038,1980,Randal Kleiser,male,58853106,4500000
578,The League of Extraordinary Gentlemen,8698,5.8,1678,11.038,2003,Stephen Norrington,male,179265204,78000000
579,Ghost in the Shell,9323,7.9,1129,11.036,1995,Mamoru Oshii,,2287714,0
580,9,12244,6.7,1628,11.035,2009,Shane Acker,male,48428063,30000000
581,The Forbidden Kingdom,1729,6.4,627,11.032,2008,Rob Minkoff,male,127906624,55000000
582,Mechanic: Resurrection,278924,5.5,1588,11.026,2016,Dennis Gansel,male,125729635,40000000
583,The Adventures of Sharkboy and Lavagirl,14199,4.5,446,11.025,2005,Robert Rodriguez,male,69425966,50000000
584,Feed,459950,7.4,107,11.025,2017,Tommy Bertelsen,male,0,0
585,The Troubleshooter,510469,0.0,0,11.019,2018,Julien Guetta,male,0,0
586,Icarus,432976,7.8,193,11.019,2017,Bryan Fogel,male,0,0
587,Star Wars: The Clone Wars,12180,5.9,630,11.014,2008,Dave Filoni,male,68282844,8500000
588,Hancock,8960,6.2,4219,11.007,2008,Peter Berg,male,624029371,150000000
589,The Cat Returns,15370,7.2,518,11.002,2002,Hiroyuki Morita,male,522911,0
590,The Sword in the Stone,9078,7.1,1432,11.001,1963,Wolfgang Reitherman,male,22182353,3000000
591,Candyman,9529,6.3,404,10.994,1992,Bernard Rose,male,25792310,6000000
592,Ultraviolet,9920,4.9,606,10.987,2006,Kurt Wimmer,male,31070211,30000000
593,Elektra,9947,4.8,870,10.986,2005,Rob Bowman,male,56681566,43000000
594,Rush Hour 3,5174,6.1,1104,10.984,2007,Brett Ratner,male,258022233,140000000
595,The Reader,8055,7.3,1189,10.981,2008,Stephen Daldry,male,113019290,32000000
596,Cinderella's Hot Night,452030,6.1,54,10.981,2017,Dean McKendrick,male,0,0
597,Beatriz at Dinner,429107,5.9,75,10.98,2017,Miguel Arteta,male,7,0
598,Dirty Grandpa,291870,5.8,2007,10.979,2016,Dan Mazer,male,94073028,11500000
599,Casper,8839,6.1,1620,10.971,1995,Brad Silberling,male,287928194,50000000
600,"Sex, Party and Lies",17899,3.8,54,10.967,2009,Alfonso Albacete,male,0,0
601,M,832,8.1,650,10.964,1931,Fritz Lang,male,0,0
602,3-D Sex and Zen: Extreme Ecstasy,67308,4.7,21,10.962,2011,Christopher Sun,male,0,0
603,Black Mass,261023,6.4,1667,10.961,2015,Scott Cooper,male,98837872,53000000
604,Lights Out,345911,6.3,1717,10.956,2016,David F. Sandberg,male,148868835,4900000
605,The Death of Stalin,402897,7.0,349,10.952,2017,Armando Iannucci,male,12725059,0
606,The Taming of the Scoundrel,10986,7.1,140,10.951,1980,Franco Castellano,male,0,0
607,Clinical,433244,5.2,139,10.95,2017,Alistair Legrand,male,0,0
608,Home on the Range,13700,5.8,652,10.948,2004,Will Finn,male,103951461,110000000
609,Resident Evil,1576,6.5,2750,10.942,2002,Paul W.S. Anderson,male,102984862,33000000
610,Fear and Loathing in Las Vegas,1878,7.2,1846,10.939,1998,Terry Gilliam,male,10680275,18500000
611,Step Up All In,243683,6.7,925,10.938,2014,Trish Sie,female,86165646,45000000
612,Open Season: Scared Silly,382517,5.4,95,10.937,2016,David Feiss,male,0,0
613,Wall Street,10673,7.1,787,10.935,1987,Oliver Stone,male,43848069,15000000
614,Flipped,43949,7.5,636,10.928,2010,Rob Reiner,male,1755212,14000000
615,RED 2,146216,6.4,1953,10.928,2013,Dean Parisot,male,0,84000000
616,Infernal Affairs III,14310,6.9,98,10.923,2003,Alan Mak,male,0,0
617,Casablanca,289,8.1,1989,10.913,1942,Michael Curtiz,male,10462500,878000
618,Some Like It Hot,239,8.1,1177,10.911,1959,Billy Wilder,male,25000000,2883848
619,The Untouchables,117,7.7,2044,10.91,1987,Brian De Palma,male,76270454,25000000
620,Paul Blart: Mall Cop 2,256961,5.0,728,10.909,2015,Andy Fickman,male,107597242,38000000
621,Anomalisa,291270,7.0,707,10.907,2015,Duke Johnson,male,5659286,8000000
622,Virgins,510111,0.0,1,10.906,2018,Keren Ben Rafael,female,0,0
623,The Man from U.N.C.L.E.,203801,7.1,2945,10.906,2015,Guy Ritchie,male,108145109,75000000
624,I Am Number Four,46529,6.0,2221,10.906,2011,D.J. Caruso,male,144492830,50000000
625,Left Behind,218043,3.8,535,10.905,2014,Vic Armstrong,male,19682924,16000000
626,American Gangster,4982,7.5,2042,10.904,2007,Ridley Scott,male,266465037,100000000
627,Pearl Harbor,676,6.7,2617,10.901,2001,Michael Bay,male,449220945,140000000
628,Meet the Fockers,693,6.1,2030,10.9,2004,Jay Roach,male,516642939,80000000
629,High Noon,288,7.7,476,10.898,1952,Fred Zinnemann,male,8000000,730000
630,The Land Before Time IV: Journey Through the Mists,19164,5.8,111,10.896,1996,Roy Allen Smith,male,0,0
631,Welcome to the Sticks,8265,6.7,996,10.893,2008,Dany Boon,male,53191886,11000000
632,Idiocracy,7512,6.4,929,10.891,2006,Mike Judge,male,495303,30000000
633,Moneyball,60308,7.1,1836,10.891,2011,Bennett Miller,male,110206216,50000000
634,Aquamarine,14191,5.8,544,10.886,2006,Elizabeth Allen Rosenbaum,female,23006849,12000000
635,Step Up Revolution,85446,6.8,968,10.885,2012,Scott Speer,male,140470746,33000000
636,The Gift,328425,6.7,1435,10.885,2015,Joel Edgerton,male,58978653,5000000
637,Burlesque,42297,7.0,832,10.881,2010,Steve Antin,male,89519773,55000000
638,9 Songs,27,4.9,145,10.878,2004,Michael Winterbottom,male,1574623,1000000
639,Casino,524,7.9,1877,10.876,1995,Martin Scorsese,male,116112375,52000000
640,Body of Lies,12113,6.6,1203,10.873,2008,Ridley Scott,male,113280098,70000000
641,The Girl with the Dragon Tattoo,15472,7.5,1294,10.872,2009,Niels Arden Oplev,male,109421911,13000000
642,The Other Side of Hope,429199,7.0,85,10.872,2017,Aki Kaurismäki,male,1657449,0
643,Drone,452068,5.2,103,10.871,2017,Jason Bourque,male,0,4000000
644,Gantz:O,396263,7.0,148,10.87,2016,Yasushi Kawamura,male,2238600,0
645,Let the Sunshine In,431017,4.7,33,10.868,2017,Claire Denis,female,0,0
646,Robin Hood: Prince of Thieves,8367,6.7,1302,10.865,1991,Kevin Reynolds,male,390493908,48000000
647,Paul,39513,6.5,2443,10.865,2011,Greg Mottola,male,97552050,40000000
648,Cult of Chucky,393345,5.1,383,10.864,2017,Don Mancini,male,0,0
649,Ghost,251,7.0,2069,10.863,1990,Jerry Zucker,male,505000000,22000000
650,Van Helsing,7131,6.1,2345,10.862,2004,Stephen Sommers,male,300257475,160000000
651,Animal House,8469,7.1,577,10.86,1978,John Landis,male,141000000,2700000
652,Deep Impact,8656,6.0,1148,10.856,1998,Mimi Leder,female,140464664,75000000
653,The Girl with the Dragon Tattoo,65754,7.2,3235,10.855,2011,David Fincher,male,232617430,90000000
654,Burnout 2,417503,7.1,9,10.854,2016,Hallvard Bræin,male,0,0
655,Anger Management,9506,6.0,1277,10.851,2003,Peter Segal,male,195745823,75000000
656,I Want You,109689,6.7,466,10.849,2012,Fernando González Molina,male,0,0
657,Unfaithful,2251,6.4,422,10.844,2002,Adrian Lyne,male,119137784,50000000
658,The Shallows,332567,6.3,2286,10.843,2016,Jaume Collet-Serra,male,119100758,17000000
659,Chaos,5289,6.2,372,10.841,2005,Tony Giglio,male,10289,20000000
660,Jackie,376866,6.5,1137,10.838,2016,Pablo Larraín,male,13960394,9000000
661,Bokeh,286538,5.3,115,10.837,2017,Geoffrey Orthwein,male,0,0
662,Warrior,59440,7.8,1731,10.832,2011,Gavin O'Connor,male,23057115,25000000
663,Dragon Ball Z: Resurrection 'F',303857,6.7,510,10.828,2015,Tadayoshi Yamamuro,,61768190,5000000
664,The Crucifixion,394830,5.1,109,10.828,2017,Xavier Gens,male,0,0
665,He's Just Not That Into You,10184,6.3,1429,10.826,2009,Ken Kwapis,male,177259441,40000000
666,Midnight in Paris,59436,7.5,2979,10.823,2011,Woody Allen,male,151119219,30000000
667,Scooby-Doo,9637,5.5,1365,10.82,2002,Raja Gosnell,male,275650703,84000000
668,Flight,87502,6.6,2981,10.819,2012,Robert Zemeckis,male,161772375,31000000
669,Public Enemies,11322,6.6,1828,10.817,2009,Michael Mann,male,214104620,80000000
670,Playing with Love,46853,5.4,25,10.817,1977,Pier Giuseppe Murgia,male,0,0
671,Legally Blonde,8835,6.3,1325,10.816,2001,Robert Luketic,male,141774679,18000000
672,Tarzan,230222,5.5,281,10.816,2013,Reinhard Klooss,male,0,0
673,L.A. Confidential,2118,7.8,1832,10.816,1997,Curtis Hanson,male,126216940,35000000
674,The Prince & Me,11137,5.9,402,10.814,2004,Martha Coolidge,female,0,0
675,Super 8,37686,6.7,3277,10.809,2011,J.J. Abrams,male,260095987,50000000
676,The Nut Job 2: Nutty by Nature,335777,5.7,189,10.809,2017,Callan Brunker,male,65146020,40000000
677,Meet Joe Black,297,7.0,1673,10.806,1998,Martin Brest,male,142940100,90000000
678,Death at a Funeral,34803,5.6,330,10.804,2010,Neil LaBute,male,49050886,21000000
679,One Day,51828,7.1,1510,10.801,2011,Lone Scherfig,female,59389433,15000000
680,Crayon Shin-chan: Invasion!! Alien Shiriri,453575,7.0,1,10.796,2017,Masakazu Hashimoto,,0,0
681,The Whole Truth,331583,6.3,361,10.794,2016,Courtney Hunt,female,0,0
682,The X Files: I Want to Believe,8836,5.6,667,10.793,2008,Chris Carter,male,68369434,30000000
683,Reign of Fire,6278,6.0,906,10.793,2002,Rob Bowman,male,82150183,60000000
684,The Rocky Horror Picture Show,36685,7.5,1054,10.792,1975,Jim Sharman,male,112892319,1200000
685,The Founder,310307,7.0,1537,10.792,2016,John Lee Hancock,male,23964782,25000000
686,Wolf Children,110420,8.2,740,10.786,2012,Mamoru Hosoda,,0,0
687,Horton Hears a Who!,12222,6.3,1332,10.784,2008,Jimmy Hayward,male,297138014,85000000
688,Fist of Fury,11713,7.5,244,10.783,1972,Lo Wei,female,0,10000000
689,Police Story,9056,7.4,183,10.78,1985,Jackie Chan,female,0,0
690,"Batman: The Dark Knight Returns, Part 1",123025,7.7,545,10.778,2012,Jay Oliva,male,0,3500000
691,Hugo,44826,7.1,3086,10.778,2011,Martin Scorsese,male,185770160,170000000
692,Monsters,43933,6.2,746,10.777,2010,Gareth Edwards,male,4242978,500000
693,Asterix & Obelix Take on Caesar,9564,5.9,629,10.774,1999,Claude Zidi,male,1644060,0
694,Taxi 5,434355,6.4,124,10.772,2018,Franck Gastambide,male,0,24625000
695,Need for Speed,136797,6.1,1928,10.769,2014,Scott Waugh,male,203277636,66000000
696,November Criminals,317091,5.0,226,10.767,2017,Sacha Gervasi,male,0,0
697,Escobar: Paradise Lost,255343,6.3,376,10.766,2014,Andrea Di Stefano,female,3758328,17000000
698,Grown Ups 2,109418,5.8,1603,10.754,2013,Dennis Dugan,male,246984278,80000000
699,True Lies,36955,6.8,1520,10.753,1994,James Cameron,male,378882411,115000000
700,Butch Cassidy and the Sundance Kid,642,7.5,843,10.751,1969,George Roy Hill,male,102308889,6000000
701,The Nun,439079,0.0,0,10.751,2018,Corin Hardy,female,0,0
702,The Mercy,414001,6.1,39,10.748,2018,James Marsh,male,0,0
703,Outbreak,6950,6.4,697,10.746,1995,Wolfgang Petersen,male,189859560,50000000
704,The Graduate,37247,7.6,1181,10.746,1967,Mike Nichols,male,104945305,3000000
705,High School Musical,10947,6.3,1754,10.744,2006,Kenny Ortega,male,0,4200000
706,High Strung,382399,7.1,405,10.744,2016,Michael Damian,male,53447,0
707,Flushed Away,11619,6.1,1357,10.74,2006,David Bowers,male,64459316,149000000
708,Distorted,459258,5.0,11,10.737,2018,Rob W. King,male,0,0
709,Sympathy for Lady Vengeance,4550,7.5,490,10.734,2005,Park Chan-wook,male,23803308,0
710,Don't Look Now: We're Being Shot At,8290,7.9,385,10.733,1966,Gérard Oury,male,0,0
711,Chronicle,76726,6.7,2537,10.732,2012,Josh Trank,male,145000000,15000000
712,Begin Again,198277,7.3,1672,10.731,2013,John Carney,male,63464861,8000000
713,Rock'n Roll,382589,5.2,344,10.728,2017,Guillaume Canet,male,0,0
714,The Ring Two,10320,5.5,939,10.727,2005,Hideo Nakata,male,161451538,50000000
715,Enter the Void,34647,7.3,571,10.727,2010,Gaspar Noé,male,754249,13000000
716,Downrange,469916,5.6,38,10.727,2017,Ryûhei Kitamura,,0,0
717,Puppy!,459159,5.5,18,10.727,2017,Genndy Tartakovsky,,0,0
718,Manual of Love 2,20069,5.2,111,10.726,2007,Giovanni Veronesi,male,0,0
719,The Fugitive,5503,7.3,1654,10.721,1993,Andrew Davis,male,368875760,44000000
720,Oliver Twist,257,6.7,408,10.72,2005,Roman Polanski,male,42093706,50000000
721,Shanghai Noon,8584,6.2,1013,10.72,2000,Tom Dey,male,56932305,55000000
722,Rampage,38780,6.0,172,10.718,2009,Uwe Boll,male,0,0
723,The Star,355547,5.2,170,10.718,2017,Timothy Reckart,male,0,10000000
724,The Wave,336882,6.4,434,10.717,2015,Roar Uthaug,male,12975143,5904067
725,Dragon Ball Z: Fusion Reborn,39107,7.3,205,10.715,1995,Shigeyasu Yamauchi,,0,0
726,Pompeii,76649,5.3,1661,10.714,2014,Paul W.S. Anderson,male,117831631,130000000
727,Detective Conan: Crimson Love Letter,438058,6.9,19,10.711,2017,Kōbun Shizuno,,0,0
728,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,496,6.5,2144,10.709,2006,Larry Charles,male,261572744,18000000
729,Open Season 2,13690,5.7,475,10.707,2008,Matthew O'Callaghan,male,0,0
730,Leroy & Stitch,21316,6.6,123,10.705,2006,Roberts Gannaway,male,0,0
731,RED,39514,6.6,3528,10.702,2010,Robert Schwentke,male,71664962,58000000
732,Bad Teacher,52449,5.5,2270,10.701,2011,Jake Kasdan,male,216197492,20000000
733,Lilo & Stitch 2: Stitch has a Glitch,20760,6.6,431,10.697,2005,Michael LaBash,male,0,0
734,An American Werewolf in London,814,7.3,752,10.696,1981,John Landis,male,31973249,10000000
735,Into the Wild,5915,7.8,4431,10.694,2007,Sean Penn,male,56255142,15000000
736,Easy Rider,624,7.1,623,10.69,1969,Dennis Hopper,male,0,360000
737,Inkheart,2309,6.1,890,10.69,2008,Iain Softley,male,57490374,60000000
738,The Aviator,2567,7.1,2097,10.688,2004,Martin Scorsese,male,102000000,116000000
739,Caddyshack,11977,6.7,474,10.687,1980,Harold Ramis,male,39846344,6000000
740,The Nice Guys,290250,7.0,3279,10.686,2016,Shane Black,male,62788218,50000000
